Species,Fos,Ter,Aqu,Arb,Leaves,Flowers,Seeds,Fruits,Arthro,Vert,Diu,Noc,Crepu,Wet_warm,Wet_cold,Dry_warm,Dry_cold,Body_mass_g,Age_at_maturity_min_y,Age_at_maturity_max_y,Body_size_mm,Size_at_maturity_min_mm,Size_at_maturity_max_mm,Longevity_max_y,Litter_size_min_n,Litter_size_max_n,Reproductive_output_y,Offspring_size_min_mm,Offspring_size_max_mm,Dir,Lar,Viv,OBS
Boophis_tsilomaro,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,16.5,4,4,85,NA,NA,11,1342,1342,NA,2.2,2.5,NA,NA,NA,Referred as B. occidentalis in Andreone et al. 2002
Boophis_ulftunni,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boophis_viridis,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,35,NA,NA,NA,154,154,1,NA,NA,0,1,0,NA
Boophis_vittatus,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,25.4,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Boophis_williamsi,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,44.3,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Boophis_xerophilus,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,48.8,NA,NA,NA,999,4235,NA,0.9,1.5,0,1,0,NA
Aglyptodactylus_laticeps,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,3636,3636,1,NA,NA,0,1,0,NA
Aglyptodactylus_madagascariensis,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,NA,1600,1600,1,1.4,1.4,0,1,0,NA
Aglyptodactylus_securifer,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.9,NA,NA,NA,3636,3636,1,NA,NA,0,1,0,NA
Laliostoma_labrosum,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Blommersia_angolafa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blommersia_blommersae,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Blommersia_dejongi,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,23.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blommersia_domerguei,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,20.3,NA,NA,NA,51,82,1,1.3,1.7,0,1,0,NA
Blommersia_galani,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,24.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blommersia_grandisonae,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Blommersia_kely,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Blommersia_sarotra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Blommersia_wittei,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Boehmantis_microtympanum,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,98.1,3,3,100,NA,NA,7,NA,NA,1,NA,NA,0,1,0,NA
Gephyromantis_ambohitra,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,40.7,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Gephyromantis_asper,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Gephyromantis_azzurrae,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,43.7,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Gephyromantis_blanci,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Gephyromantis_boulengeri,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,35,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Gephyromantis_cornutus,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gephyromantis_corvus,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Gephyromantis_decaryi,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,29.1,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Gephyromantis_eiselti,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,4,4,NA,NA,NA,1,0,0,NA
Gephyromantis_enki,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.7,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA
Gephyromantis_granulatus,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Gephyromantis_horridus,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,80,80,1,NA,NA,1,0,0,NA
Gephyromantis_klemmeri,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Gephyromantis_leucocephalus,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Gephyromantis_leucomaculatus,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Gephyromantis_luteus,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Gephyromantis_malagasius,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,232,232,1,NA,NA,1,0,0,NA
Gephyromantis_moseri,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,39.1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Gephyromantis_plicifer,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Gephyromantis_pseudoasper,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,12,12,1,NA,NA,0,1,0,NA
Gephyromantis_redimitus,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Gephyromantis_rivicola,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Gephyromantis_runewsweeki,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Gephyromantis_salegy,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Gephyromantis_schilfi,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Gephyromantis_sculpturatus,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Gephyromantis_silvanus,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Gephyromantis_spiniferus,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Gephyromantis_striatus,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Gephyromantis_tandroka,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Gephyromantis_thelenae,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA
Gephyromantis_tschenki,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gephyromantis_ventrimaculatus,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
Gephyromantis_webbi,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,7,7,1,NA,NA,0,1,0,NA
Gephyromantis_zavona,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guibemantis_albolineatus,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Guibemantis_bicalcaratus,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1.2,1,1,29,16,16,1,NA,NA,1,1.9,1.9,0,1,0,NA
Guibemantis_depressiceps,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,12,120,1,2.3,3,0,1,0,NA
Guibemantis_flavobrunneus,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Guibemantis_kathrinae,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Guibemantis_liber,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,30,90,1,NA,NA,0,1,0,NA
Guibemantis_pulcher,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Guibemantis_punctatus,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1.2,1,1,27,18,18,1,NA,NA,NA,1.9,1.9,0,1,0,NA
Guibemantis_timidus,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Guibemantis_tornieri,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Mantella_aurantiaca,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,10.9,40,232,1,1.8,1.8,0,1,0,NA
Mantella_baroni,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,2.4,1.4,1.4,30,NA,NA,3,NA,NA,1,NA,NA,0,1,0,NA
Mantella_bernhardi,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,1.6,1.6,24,NA,NA,3,NA,NA,1,NA,NA,0,1,0,NA
Mantella_betsileo,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,3,35,35,1,NA,NA,0,1,0,NA
Mantella_cowanii,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,2.6,1.3,1.3,31,NA,NA,3,40,40,1,NA,NA,0,1,0,NA
Mantella_crocea,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,2,2,24,NA,NA,4,NA,NA,1,NA,NA,0,1,0,NA
Mantella_ebenaui,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Mantella_expectata,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,2,1,1,27.6,NA,NA,3,NA,NA,1,NA,NA,0,1,0,NA
Mantella_haraldmeieri,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,65,65,1,NA,NA,0,1,0,NA
Mantella_laevigata,NA,1,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1.8,2,2,30,NA,NA,2,1,1,2,NA,NA,0,1,0,NA
Mantella_madagascariensis,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Mantella_manery,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Mantella_milotympanum,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Mantella_nigricans,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,2,1.2,1.2,28,NA,NA,4,NA,NA,1,NA,NA,0,1,0,NA
Mantella_pulchra,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1.3,1.6,1.6,30,NA,NA,4,NA,NA,1,NA,NA,0,1,0,NA
Mantella_viridis,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,2.9,1.1,1.1,33,NA,NA,3,NA,NA,1,NA,NA,0,1,0,NA
Mantidactylus_aerumnalis,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Mantidactylus_albofrenatus,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Mantidactylus_alutus,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Mantidactylus_ambohimitombi,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mantidactylus_ambreensis,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Mantidactylus_argenteus,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,12,12,1,NA,NA,0,1,0,NA
Mantidactylus_bellyi,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Mantidactylus_betsileanus,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Mantidactylus_biporus,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Mantidactylus_bourgati,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Mantidactylus_brevipalmatus,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,30,30,1,NA,NA,0,1,0,NA
Mantidactylus_charlotteae,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Mantidactylus_cowanii,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Mantidactylus_curtus,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Mantidactylus_delormei,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Mantidactylus_femoralis,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,1,2.5,2.5,0,1,0,NA
Mantidactylus_grandidieri,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,108,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Mantidactylus_guttulatus,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Mantidactylus_lugubris,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Mantidactylus_madecassus,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Mantidactylus_majori,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,15,15,15,NA,NA,0,1,0,NA
Mantidactylus_melanopleura,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Mantidactylus_mocquardi,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Mantidactylus_noralottae,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Mantidactylus_opiparis,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Mantidactylus_pauliani,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Mantidactylus_tricinctus,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Mantidactylus_ulcerosus,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Mantidactylus_zipperi,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Mantidactylus_zolitschka,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Spinomantis_aglavei,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,30,38,1,NA,NA,0,1,0,NA
Spinomantis_bertini,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Spinomantis_brunae,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Spinomantis_elegans,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Spinomantis_fimbriatus,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,12,12,1,NA,NA,0,1,0,NA
Spinomantis_guibei,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Spinomantis_massi,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Spinomantis_microtis,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Spinomantis_nussbaumi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spinomantis_peraccae,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Spinomantis_phantasticus,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Spinomantis_tavaratra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tsingymantis_antitra,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Wakea_madinika,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,28,28,NA,0.9,0.9,0,1,0,NA
Megophrys_edwardinae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Megophrys_carinense,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.4,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Leptobrachella_baluensis,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.6,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Leptobrachella_brevicrus,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Leptobrachella_mjobergi,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Leptobrachella_natunae,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
